id,price,surface,nbRooms,balcon,annee,garage,price_category,note,city
53,8800000.0,62.3,2.0,0.0,2024,False,low,2,Paris
54,9190000.0,58.7,2.0,,2024,False,normal,3,Paris
55,9500240.0,79.7,3.0,,2024,False,low,3,Paris
56,9800000.0,70.4,3.0,,2024,False,low,3,Lyon
57,11000000.0,57.5,3.0,,2024,True,normal,4,Paris
58,11200000.0,56.4,2.0,,2024,True,normal,4,Paris
59,12300000.0,94.2,3.0,0.0,2024,False,low,3,Paris
60,13414421.0,103.1,4.0,1.0,2024,True,low,4,Paris
61,13500000.0,80.0,3.0,1.0,2024,False,normal,4,Paris
62,13800000.0,78.6,3.0,0.0,2024,True,normal,4,Paris
63,13940619.0,104.9,4.0,1.0,2024,True,low,4,Paris
64,15700000.0,94.6,3.0,1.0,2024,False,normal,4,Marseille
65,16950000.0,108.84,4.0,,2024,False,normal,4,Lyon
66,6065820.0,42.3,1.0,,2024,False,low,2,Paris
67,7611760.0,56.3,2.0,,2024,False,low,2,Paris
68,7290630.0,53.1,2.0,1.0,2024,False,low,2,Lyon
69,5496290.0,35.9,1.0,,2024,False,normal,3,Marseille
70,8900000.0,62.2,2.0,,2024,False,low,2,Lyon
71,6120810.0,42.3,1.0,,2024,False,low,2,Lyon
72,1990000.0,22.2,1.0,,2024,False,low,2,Marseille
73,2590000.0,18.5,1.0,,2024,False,low,2,Lyon
74,4291560.0,25.2,1.0,,2024,False,normal,3,Paris
75,6740000.0,35.0,1.0,1.0,2024,False,normal,3,Paris
76,8512341.0,75.0,2.0,0.0,2024,False,low,2,Paris
77,6700000.0,64.1,2.0,1.0,2024,False,low,2,Marseille
78,8722250.0,69.5,3.0,,2024,True,low,4,Paris
79,8782200.0,57.4,2.0,0.0,2024,True,normal,4,Paris
80,10000000.0,84.8,3.0,0.0,2024,True,low,4,Paris
81,11000000.0,71.6,3.0,0.0,2024,True,normal,4,Marseille
82,12500000.0,73.2,3.0,0.0,2024,True,normal,4,Marseille
83,2919800.0,22.46,1.0,0.0,2024,False,low,2,Paris
84,3128669.0,22.83,1.0,0.0,2024,False,low,2,Marseille
85,3500000.0,28.78,1.0,0.0,2024,False,low,2,Paris
86,3550140.0,19.8,1.0,,2024,False,normal,3,Paris
87,3553122.0,25.71,1.0,0.0,2024,False,low,2,Marseille
88,3693755.0,28.41,1.0,0.0,2024,False,low,2,Lyon
89,3825000.0,23.6,1.0,0.0,2024,False,normal,3,Paris
90,3914695.0,36.43,1.0,0.0,2024,False,low,2,Paris
91,3987634.0,36.61,1.0,0.0,2024,False,low,2,Paris
92,4082013.0,32.54,1.0,0.0,2024,False,low,2,Marseille
93,4090399.0,28.68,1.0,0.0,2024,False,low,2,Paris
94,4139820.0,21.8,1.0,,2024,False,normal,3,Lyon
95,4126339.0,32.29,1.0,0.0,2024,False,low,2,Marseille
96,4100000.0,28.79,1.0,0.0,2024,False,low,2,Paris
97,4197500.0,28.75,1.0,0.0,2024,False,low,2,Marseille
98,4208520.0,20.4,1.0,,2024,False,high,4,Lyon
99,4288760.0,23.8,1.0,,2024,False,normal,3,Marseille
100,4290120.0,20.4,1.0,1.0,2024,False,high,4,Paris
101,130001970.0,159.0,4.0,,2024,True,scam,2,Lyon
102,4280000.0,34.34,1.0,0.0,2024,False,low,2,Paris
103,4325000.0,31.7,1.0,0.0,2024,False,low,2,Paris
104,4326660.0,23.4,1.0,,2024,False,normal,3,Marseille
105,4336200.0,19.8,1.0,,2024,False,high,4,Paris
106,4333980.0,23.8,1.0,,2024,False,normal,3,Marseille
107,4450000.0,25.3,1.0,,2024,False,normal,3,Paris
108,4500720.0,25.2,1.0,,2024,False,normal,3,Paris
109,4508196.0,31.57,1.0,1.0,2024,False,low,2,Lyon
110,4579200.0,27.0,1.0,,2024,False,normal,3,Marseille
111,4550000.0,25.5,1.0,,2024,True,normal,4,Marseille
112,4550000.0,35.0,1.0,0.0,2024,False,low,2,Paris
113,4635800.0,35.66,1.0,,2024,False,low,2,Paris
114,4622750.0,27.5,1.0,,2024,False,normal,3,Marseille
115,4600000.0,27.9,1.0,1.0,2024,False,normal,3,Paris
116,4673700.0,27.0,1.0,,2024,False,normal,3,Lyon
117,4680500.0,27.5,1.0,,2024,False,normal,3,Paris
118,4692699.0,42.28,1.0,0.0,2024,False,low,2,Paris
119,4680000.0,24.1,1.0,,2024,False,normal,3,Paris
120,4700000.0,38.4,1.0,0.0,2024,False,low,2,Paris
121,4700000.0,36.6,1.0,,2024,False,low,2,Paris
122,4725000.0,38.07,1.0,0.0,2024,False,low,2,Lyon
123,4792600.0,38.65,1.0,0.0,2024,False,low,2,Marseille
124,4848385.0,43.59,1.0,0.0,2024,False,low,2,Paris
125,4819500.0,31.5,1.0,0.0,2024,False,normal,3,Paris
126,4914661.0,53.49,2.0,0.0,2024,False,low,2,Paris
127,4932000.0,41.1,1.0,,2024,False,low,2,Marseille
128,4961240.0,40.01,1.0,,2024,False,low,2,Paris
129,4958834.0,48.36,1.0,0.0,2024,False,low,2,Marseille
130,4950000.0,33.98,1.0,0.0,2024,False,low,2,Marseille
131,5000925.0,51.35,2.0,0.0,2024,False,low,2,Paris
132,5031920.0,40.58,1.0,,2024,False,low,2,Lyon
133,5000000.0,34.6,1.0,0.0,2024,False,low,2,Paris
134,5125000.0,39.1,1.0,0.0,2024,False,low,2,Marseille
135,5125337.0,36.43,1.0,0.0,2024,False,low,2,Marseille
136,5100000.0,25.2,1.0,1.0,2024,False,high,4,Lyon
137,5239200.0,35.4,1.0,0.0,2024,False,low,2,Marseille
138,5200000.0,32.0,1.0,,2024,False,normal,3,Paris
139,5290000.0,52.3,2.0,0.0,2024,False,low,2,Paris
140,5304400.0,35.6,1.0,0.0,2024,False,low,2,Paris
141,5339950.0,36.5,1.0,,2024,False,low,2,Paris
142,5306020.0,35.9,1.0,,2024,False,low,2,Lyon
143,5300000.0,36.9,1.0,,2024,False,low,2,Paris
144,5358845.0,38.1,1.0,0.0,2024,False,low,2,Paris
145,5413162.0,32.3,1.0,1.0,2024,False,normal,3,Paris
146,5400000.0,36.2,1.0,1.0,2024,False,low,2,Paris
147,5467782.0,36.4,1.0,0.0,2024,False,normal,3,Paris
148,5494300.0,32.9,1.0,,2024,False,normal,3,Paris
149,5541164.0,34.43,1.0,0.0,2024,False,normal,3,Paris
150,5563460.0,34.3,1.0,,2024,False,normal,3,Marseille
151,5500000.0,47.0,2.0,1.0,2024,False,low,2,Lyon
152,5500000.0,43.0,2.0,,2024,False,low,2,Paris
153,5583760.0,33.8,1.0,,2024,False,normal,3,Paris
154,5644921.0,38.8,1.0,0.0,2024,False,low,2,Lyon
155,5605581.0,36.65,1.0,0.0,2024,False,normal,3,Lyon
156,5654250.0,35.9,1.0,,2024,False,normal,3,Lyon
157,5696928.0,37.75,1.0,0.0,2024,False,normal,3,Paris
158,5679961.0,36.28,1.0,0.0,2024,False,normal,3,Lyon
159,5678190.0,36.38,1.0,0.0,2024,False,normal,3,Lyon
160,5661600.0,33.7,1.0,,2024,False,normal,3,Paris
161,5650000.0,38.4,1.0,1.0,2024,False,low,2,Lyon
162,5703054.0,40.2,1.0,0.0,2024,False,low,2,Lyon
163,5745600.0,37.8,1.0,0.0,2024,True,normal,4,Marseille
164,5711700.0,39.5,2.0,,2024,False,low,2,Paris
165,5712775.0,37.2,1.0,0.0,2024,False,normal,3,Marseille
166,5727844.0,38.33,1.0,0.0,2024,False,low,2,Marseille
167,5723397.0,38.33,1.0,0.0,2024,False,low,2,Paris
168,5700000.0,37.0,1.0,1.0,2024,False,normal,3,Paris
169,5700000.0,36.5,1.0,0.0,2024,False,normal,3,Lyon
170,5700000.0,65.0,3.0,0.0,2024,False,low,3,Paris
171,5790000.0,37.1,1.0,0.0,2024,False,normal,3,Marseille
172,5768400.0,38.0,1.0,,2024,False,normal,3,Marseille
173,5772100.0,39.4,1.0,,2024,False,low,2,Paris
174,178050000.0,236.91,1.0,,2024,True,scam,2,Marseille
175,5825490.0,41.7,1.0,,2024,False,low,2,Paris
176,5846000.0,39.5,1.0,,2024,False,low,2,Marseille
177,5822610.0,37.6,1.0,0.0,2024,False,normal,3,Marseille
178,5803560.0,34.3,1.0,,2024,False,normal,3,Paris
179,5800000.0,50.0,2.0,0.0,2024,False,low,2,Lyon
180,5800000.0,43.0,2.0,1.0,2024,False,low,2,Paris
181,5868100.0,41.5,1.0,,2024,False,low,2,Paris
182,5888126.0,46.0,1.0,,2024,False,low,2,Lyon
183,5947150.0,49.15,2.0,,2024,True,low,2,Lyon
184,5909336.0,37.79,1.0,0.0,2024,False,normal,3,Lyon
185,5965433.0,46.0,1.0,,2024,False,low,2,Paris
186,5944350.0,34.5,1.0,1.0,2024,False,normal,3,Marseille
187,5985000.0,34.2,1.0,0.0,2024,True,normal,4,Lyon
188,5992150.0,39.5,1.0,,2024,False,normal,3,Marseille
189,5950000.0,44.3,1.0,0.0,2024,False,low,2,Paris
190,5900000.0,40.5,1.0,1.0,2024,False,low,2,Paris
191,6027440.0,51.08,2.0,,2024,False,low,2,Paris
192,6049390.0,43.9,1.0,0.0,2024,False,low,2,Paris
193,6000000.0,42.0,1.0,0.0,2024,False,low,2,Paris
194,6028260.0,43.4,1.0,,2024,False,low,2,Marseille
195,6000000.0,44.0,1.0,0.0,2024,False,low,2,Marseille
196,6054567.0,34.9,1.0,0.0,2024,False,normal,3,Marseille
197,6095430.0,39.3,1.0,,2024,False,normal,3,Paris
198,6130304.0,46.6,1.0,,2024,True,low,2,Marseille
199,6100000.0,44.0,1.0,,2024,False,low,2,Paris
200,6196740.0,45.1,1.0,,2024,False,low,2,Paris
201,6175800.0,42.3,1.0,,2024,False,low,2,Paris
202,6177000.0,43.5,1.0,,2024,False,low,2,Marseille
203,6185800.0,39.4,2.0,,2024,False,normal,3,Paris
204,6249880.0,52.52,2.0,,2024,False,low,2,Paris
205,6285440.0,51.52,2.0,0.0,2024,False,low,2,Paris
206,6200000.0,37.9,2.0,,2024,False,normal,3,Paris
207,6265405.0,39.2,1.0,0.0,2024,False,normal,3,Paris
208,6216210.0,42.9,1.0,1.0,2024,False,low,2,Paris
209,6220500.0,42.9,1.0,1.0,2024,False,low,2,Paris
210,6250000.0,35.9,1.0,1.0,2024,False,normal,3,Paris
211,6323700.0,39.4,1.0,,2024,False,normal,3,Marseille
212,6383070.0,42.3,1.0,,2024,True,normal,4,Paris
213,6350000.0,38.2,1.0,0.0,2024,False,normal,3,Marseille
214,6487808.0,47.27,2.0,1.0,2024,False,low,2,Paris
215,6476640.0,52.4,2.0,,2024,False,low,2,Paris
216,6400000.0,38.0,1.0,0.0,2024,True,normal,4,Paris
217,6520800.0,52.8,2.0,,2024,False,low,2,Marseille
218,6525000.0,60.64,2.0,0.0,2024,True,low,3,Paris
219,6500000.0,42.0,1.0,0.0,2024,False,normal,3,Paris
220,6562530.0,56.09,2.0,0.0,2024,False,low,2,Paris
221,6554073.0,55.03,3.0,,2024,False,low,2,Lyon
222,6563520.0,47.7,2.0,,2024,False,low,2,Marseille
223,6640880.0,51.4,2.0,,2024,False,low,2,Paris
224,6608826.0,57.11,1.0,,2024,False,low,2,Paris
225,6630300.0,47.7,2.0,,2024,False,low,2,Lyon
226,6600000.0,45.0,1.0,0.0,2024,False,low,2,Marseille
227,6690000.0,57.3,2.0,0.0,2024,False,low,2,Paris
228,6697260.0,52.2,2.0,,2024,False,low,2,Lyon
229,6746404.0,57.11,1.0,,2024,False,low,2,Lyon
230,6732112.0,51.6,2.0,1.0,2024,False,low,2,Lyon
231,6722026.0,44.4,1.0,1.0,2024,False,normal,3,Paris
232,6699000.0,45.0,2.0,,2024,False,low,2,Marseille
233,6700000.0,42.0,1.0,0.0,2024,False,normal,3,Paris
234,6700000.0,51.3,2.0,0.0,2024,False,low,2,Marseille
235,6756631.0,49.0,1.0,0.0,2024,False,low,2,Paris
236,6829284.0,50.16,2.0,1.0,2024,False,low,2,Paris
237,6808560.0,69.36,3.0,0.0,2024,False,low,3,Lyon
238,6880500.0,41.7,1.0,0.0,2024,False,normal,3,Paris
239,6840397.0,54.0,2.0,1.0,2024,False,low,2,Paris
240,6900000.0,53.0,2.0,0.0,2024,False,low,2,Lyon
241,6944400.0,54.0,1.0,,2024,False,low,2,Paris
242,6930000.0,52.5,2.0,,2024,False,low,2,Paris
243,6933332.0,51.32,2.0,0.0,2024,False,low,2,Marseille
244,6900000.0,56.0,2.0,0.0,2024,False,low,2,Paris
245,6999600.0,57.0,2.0,0.0,2024,False,low,2,Marseille
246,6955050.0,59.7,2.0,,2024,True,low,2,Lyon
247,6995913.0,51.31,2.0,0.0,2024,True,low,2,Paris
248,6950000.0,45.0,1.0,1.0,2024,False,normal,3,Lyon
249,6985505.0,45.6,2.0,,2024,False,normal,3,Marseille
250,35000000.0,123.9,3.0,,2024,True,high,5,Lyon
251,7061816.0,58.0,1.0,0.0,2024,False,low,2,Marseille
252,7000000.0,57.0,2.0,1.0,2024,False,low,2,Lyon
253,7004100.0,55.5,2.0,,2024,False,low,2,Paris
254,7008960.0,59.6,2.0,,2024,False,low,2,Paris
255,7087680.0,55.2,2.0,,2024,False,low,2,Marseille
256,7074700.0,52.6,2.0,,2024,True,low,2,Paris
257,7029488.0,50.79,2.0,0.0,2024,True,low,2,Paris
258,7092066.0,54.29,2.0,0.0,2024,True,low,2,Marseille
259,7045500.0,42.7,1.0,0.0,2024,False,normal,3,Lyon
260,7141352.0,56.61,2.0,1.0,2024,False,low,2,Paris
261,7122110.0,59.9,2.0,,2024,False,low,2,Marseille
262,7127530.0,42.1,1.0,1.0,2024,True,normal,4,Paris
263,7147490.0,64.1,2.0,,2024,True,low,3,Paris
264,7139520.0,59.2,2.0,,2024,False,low,2,Paris
265,7123200.0,42.4,1.0,0.0,2024,False,normal,3,Paris
266,7185360.0,36.4,1.0,,2024,False,normal,3,Lyon
267,7209909.0,62.0,2.0,0.0,2024,False,low,2,Marseille
268,7207056.0,59.76,2.0,,2024,False,low,2,Marseille
269,7201712.0,64.6,2.0,0.0,2024,False,low,2,Paris
270,7152432.0,55.18,2.0,0.0,2024,True,low,2,Paris
271,7249830.0,55.3,2.0,,2024,True,low,2,Marseille
272,7240590.0,56.7,2.0,,2024,True,low,2,Marseille
273,7250250.0,52.5,2.0,,2024,True,low,2,Paris
274,7280000.0,52.0,2.0,0.0,2024,True,low,2,Marseille
275,7257400.0,55.4,2.0,0.0,2024,False,low,2,Lyon
276,7299538.0,64.1,2.0,0.0,2024,True,low,3,Paris
277,7293413.0,58.38,2.0,0.0,2024,True,low,2,Marseille
278,7269760.0,59.2,2.0,,2024,True,low,2,Paris
279,7321208.0,59.3,2.0,1.0,2024,False,low,2,Marseille
280,7320320.0,60.2,2.0,,2024,False,low,2,Paris
281,7322900.0,55.9,2.0,,2024,False,low,2,Lyon
282,7346720.0,59.2,2.0,,2024,True,low,2,Marseille
283,7345360.0,63.0,2.0,,2024,False,low,2,Marseille
284,7300000.0,43.6,1.0,0.0,2024,False,normal,3,Paris
285,7300000.0,46.9,1.0,0.0,2024,False,normal,3,Marseille
286,7432824.0,59.0,2.0,0.0,2024,True,low,2,Marseille
287,7375500.0,44.7,1.0,0.0,2024,False,normal,3,Paris
288,7392680.0,63.73,2.0,0.0,2024,False,low,2,Lyon
289,7382386.0,69.6,2.0,0.0,2024,True,low,3,Lyon
290,7400000.0,37.0,1.0,0.0,2024,False,high,4,Paris
291,7387500.0,59.1,2.0,,2024,False,low,2,Paris
292,7402846.0,59.6,2.0,0.0,2024,True,low,2,Paris
293,7366980.0,59.7,2.0,,2024,False,low,2,Paris
294,7408500.0,44.9,1.0,0.0,2024,False,normal,3,Paris
295,7390487.0,56.8,2.0,0.0,2024,False,low,2,Paris
296,7433280.0,52.2,2.0,,2024,True,low,2,Lyon
297,7410750.0,61.5,2.0,,2024,True,low,3,Paris
298,7437699.0,59.2,2.0,1.0,2024,True,low,2,Paris
299,7400000.0,63.7,2.0,0.0,2024,False,low,2,Paris
300,7450000.0,45.0,1.0,0.0,2024,True,normal,4,Marseille
301,7487693.0,57.9,2.0,,2024,True,low,2,Paris
302,7542920.0,68.2,2.0,,2024,False,low,2,Paris
303,7564259.0,56.3,2.0,0.0,2024,False,low,2,Paris
304,7587273.0,58.5,2.0,,2024,True,low,2,Marseille
305,7594730.0,61.1,2.0,,2024,False,low,2,Lyon
306,7507066.0,60.7,2.0,1.0,2024,False,low,2,Marseille
307,7600000.0,55.1,2.0,0.0,2024,False,low,2,Lyon
308,7620480.0,56.7,2.0,,2024,False,low,2,Paris
309,7600000.0,64.0,2.0,,2024,False,low,2,Paris
310,7721537.0,60.2,2.0,,2024,False,low,2,Marseille
311,7735980.0,57.05,3.0,1.0,2024,False,low,2,Marseille
312,7734580.0,70.7,2.0,,2024,False,low,2,Lyon
313,7737192.0,69.0,2.0,0.0,2024,False,low,2,Paris
314,7703495.0,71.8,2.0,,2024,False,low,2,Marseille
315,7654500.0,56.7,2.0,,2024,False,low,2,Marseille
316,7750000.0,60.6,2.0,1.0,2024,False,low,2,Lyon
317,7800000.0,64.0,3.0,0.0,2024,False,low,3,Paris
318,7820700.0,59.7,2.0,1.0,2024,False,low,2,Marseille
319,7825600.0,53.6,2.0,0.0,2024,True,low,2,Paris
320,7767324.0,59.5,2.0,,2024,False,low,2,Paris
321,7875000.0,69.36,3.0,0.0,2024,False,low,3,Lyon
322,7883070.0,66.3,2.0,,2024,False,low,2,Paris
323,7896000.0,56.0,2.0,0.0,2024,False,low,2,Marseille
324,7876160.0,60.4,2.0,,2024,False,low,2,Paris
325,7852680.0,59.4,2.0,,2024,False,low,2,Paris
326,7975290.0,77.43,3.0,,2024,True,low,4,Paris
327,7983990.0,66.7,2.0,,2024,False,low,2,Paris
328,7975000.0,72.5,3.0,,2024,False,low,3,Lyon
329,7921207.0,75.4,2.0,,2024,False,low,2,Paris
330,7956000.0,60.0,2.0,,2024,False,low,2,Paris
331,7910670.0,57.7,2.0,1.0,2024,False,low,2,Paris
332,7924945.0,51.5,2.0,1.0,2024,False,normal,3,Marseille
333,8022300.0,60.5,2.0,,2024,False,low,2,Lyon
334,8037000.0,68.4,2.0,,2024,False,low,2,Lyon
335,8019000.0,59.4,2.0,,2024,False,low,2,Paris
336,8125000.0,67.7,3.0,0.0,2024,True,low,4,Paris
337,8120111.0,64.0,2.0,,2024,False,low,2,Lyon
338,8140000.0,81.4,3.0,1.0,2024,False,low,3,Marseille
339,8239870.0,74.3,3.0,1.0,2024,True,low,4,Paris
340,8204560.0,68.6,2.0,,2024,False,low,2,Paris
341,8200000.0,70.0,2.0,0.0,2024,True,low,3,Lyon
342,8178000.0,72.5,3.0,,2024,True,low,4,Lyon
343,8169600.0,69.0,3.0,,2024,False,low,3,Lyon
344,8194419.0,66.1,2.0,,2024,True,low,3,Paris
345,8244914.0,68.5,2.0,0.0,2024,False,low,2,Marseille
346,8299900.0,71.0,2.0,,2024,False,low,2,Marseille
347,8262160.0,74.3,3.0,1.0,2024,False,low,3,Lyon
348,8265540.0,69.4,3.0,,2024,False,low,3,Marseille
349,8287900.0,67.0,2.0,,2024,True,low,3,Paris
350,8295550.0,66.1,2.0,,2024,True,low,3,Paris
351,8308000.0,67.0,2.0,,2024,False,low,2,Paris
352,8319920.0,66.4,2.0,,2024,False,low,2,Lyon
353,8378000.0,71.0,2.0,,2024,True,low,3,Marseille
354,8300180.0,70.7,2.0,,2024,True,low,3,Paris
355,8340453.0,70.8,2.0,,2024,False,low,2,Paris
356,8358585.0,63.9,2.0,1.0,2024,False,low,2,Marseille
357,8429526.0,67.3,2.0,,2024,False,low,2,Lyon
358,8486840.0,66.2,2.0,,2024,True,low,3,Marseille
359,8486287.0,54.07,2.0,1.0,2024,False,normal,3,Marseille
360,8462644.0,66.2,2.0,,2024,False,low,2,Paris
361,8514880.0,65.6,2.0,,2024,False,low,2,Paris
362,8536200.0,69.4,3.0,,2024,True,low,4,Marseille
363,8501758.0,66.1,2.0,,2024,False,low,2,Marseille
364,8549143.0,63.1,2.0,1.0,2024,False,low,2,Paris
365,8588880.0,60.4,2.0,,2024,False,low,2,Paris
366,8620416.0,66.2,2.0,,2024,False,low,2,Lyon
367,8700000.0,57.6,2.0,,2024,False,normal,3,Paris
368,8683420.0,70.5,2.0,,2024,True,low,3,Paris
369,8666000.0,61.9,2.0,0.0,2024,False,low,2,Marseille
370,8798214.0,80.2,2.0,0.0,2024,False,low,2,Paris
371,8758280.0,69.4,3.0,,2024,True,low,4,Paris
372,8758280.0,69.4,3.0,,2024,False,low,3,Paris
373,8871277.0,87.4,3.0,0.0,2024,False,low,3,Paris
374,8823780.0,84.6,3.0,,2024,False,low,3,Marseille
375,8875440.0,75.6,3.0,,2024,True,low,4,Marseille
376,8800000.0,68.8,2.0,0.0,2024,True,low,3,Paris
377,8897520.0,78.6,3.0,,2024,False,low,3,Paris
378,8800000.0,66.2,2.0,0.0,2024,False,low,2,Lyon
379,8940443.0,82.8,2.0,0.0,2024,False,low,2,Marseille
380,8970660.0,77.4,3.0,,2024,False,low,3,Paris
381,8950000.0,87.1,2.0,0.0,2024,False,low,2,Paris
382,9009490.0,79.1,3.0,,2024,True,low,4,Paris
383,9000000.0,52.1,2.0,0.0,2024,True,normal,4,Paris
384,9053979.0,72.5,2.0,,2024,True,low,3,Marseille
385,9000000.0,81.1,3.0,1.0,2024,False,low,3,Paris
386,9001468.0,75.6,2.0,,2024,False,low,2,Paris
387,9102520.0,81.2,3.0,,2024,False,low,3,Lyon
388,9149520.0,80.4,3.0,,2024,False,low,3,Paris
389,9133623.0,74.1,3.0,1.0,2024,False,low,3,Paris
390,9172280.0,80.6,3.0,,2024,True,low,4,Paris
391,9101640.0,87.6,3.0,,2024,False,low,3,Paris
392,9149014.0,85.9,2.0,0.0,2024,False,low,2,Paris
393,9111680.0,73.6,3.0,,2024,False,low,3,Paris
394,9123751.0,72.3,2.0,,2024,False,low,2,Marseille
395,9100000.0,42.9,1.0,1.0,2024,False,high,4,Paris
396,9204060.0,78.6,3.0,,2024,False,low,3,Paris
397,9219510.0,80.1,3.0,,2024,False,low,3,Paris
398,9300000.0,58.4,2.0,1.0,2024,False,normal,3,Paris
399,9322920.0,84.6,3.0,,2024,True,low,4,Paris
400,9406920.0,84.9,3.0,,2024,True,low,4,Paris
401,9440460.0,87.9,3.0,,2024,False,low,3,Marseille
402,9432278.0,74.59,3.0,0.0,2024,True,low,4,Marseille
403,9409005.0,91.6,3.0,0.0,2024,True,low,4,Paris
404,9418680.0,68.4,3.0,,2024,True,low,4,Marseille
405,35490000.0,80.1,2.0,,2024,False,high,4,Paris
406,9503242.0,71.4,3.0,0.0,2024,False,low,3,Lyon
407,9509289.0,78.1,3.0,,2024,True,low,4,Marseille
408,9500000.0,63.5,2.0,0.0,2024,True,low,3,Marseille
409,9546516.0,78.2,3.0,0.0,2024,False,low,3,Lyon
410,9641040.0,94.52,4.0,0.0,2024,True,low,4,Lyon
411,9600000.0,44.0,1.0,1.0,2024,True,high,4,Paris
412,9678646.0,79.0,3.0,0.0,2024,False,low,3,Lyon
413,9651960.0,72.9,3.0,,2024,True,low,4,Paris
414,9836487.0,80.7,3.0,0.0,2024,False,low,3,Lyon
415,9850000.0,81.0,3.0,0.0,2024,True,low,4,Marseille
416,9934030.0,94.7,3.0,,2024,True,low,4,Paris
417,9920740.0,80.2,3.0,,2024,False,low,3,Lyon
418,9928860.0,76.2,3.0,,2024,True,low,4,Paris
419,9920703.0,88.2,2.0,0.0,2024,False,low,2,Lyon
420,9928760.0,80.2,3.0,,2024,True,low,4,Paris
421,9957850.0,80.5,3.0,1.0,2024,False,low,3,Paris
422,9990000.0,78.2,2.0,0.0,2024,False,low,2,Lyon
423,10000000.0,52.2,2.0,,2024,True,normal,4,Marseille
424,10100000.0,59.4,2.0,0.0,2024,False,normal,3,Paris
425,10100000.0,78.6,3.0,0.0,2024,True,low,4,Paris
426,10221508.0,96.6,3.0,,2024,False,low,3,Paris
427,10173516.0,81.9,3.0,0.0,2024,False,low,3,Marseille
428,10189999.0,101.9,3.0,1.0,2024,True,low,4,Paris
429,10186041.0,86.3,3.0,,2024,True,low,4,Marseille
430,10263760.0,92.3,3.0,,2024,False,low,3,Lyon
431,10266250.0,95.5,3.0,,2024,False,low,3,Lyon
